text,label
"Aapko abhi ek video call join karni hogi. Yeh virtual court hearing hai.",1
"This is your final notice before we register a non-cognizable offence against you.",1
"Sir ek anonymous complaint aayi hai aapke khilaf. Hum investigate kar rahe hain.",1
"Your SIM card was cloned and used in a terrorist funding case. Cooperate immediately.",1
"Madam aapke husband ke naam pe 3 cases darj hain alag alag cities mein.",1
"Sir pay Rs 15000 as a processing fee to get a clean chit from our department.",1
"Hum aapki call record kar rahe hain. Yeh court mein evidence ki tarah use hogi.",1
"You are legally obligated to share your account details with us right now.",1
"Aapko apna current location share karna hoga humare officer ke saath.",1
"This is the Anti Corruption Bureau. We have evidence of bribery against your name.",1
"Sir aapka naam Central Vigilance Commission ki watchlist mein hai.",1
"Your Aadhaar has been suspended due to suspicious biometric access from another state.",1
"Madam aapke naam pe ek fake company register hai. Yeh money laundering hai.",1
"We have a court order to seize your assets unless you pay a security deposit today.",1
"Sir aapke phone mein malware detect hua hai jo illegal transactions kar raha tha.",1
"You are under Section 420 IPC. Pay the fine immediately or face criminal proceedings.",1
"Hum aapki location GPS se trace kar rahe hain. Aap monitored hain.",1
"Madam your minor child's Aadhaar was misused. Provide verification immediately.",1
"Sir aapne unknowingly ek terrorist organization ko fund kiya hai. Explain karo.",1
"This is officer Desai from the Directorate of Revenue Intelligence. Cooperate or face arrest.",1
"Aap agar abhi paise nahi bhejna chahte toh hamare senior se baat karo.",1
"Your bank flagged a Rs 3.5 lakh transfer to a Dubai account. Confirm your involvement.",1
"Sir aapka passport blacklisted ho gaya hai. Isko remove karwane ke liye charge bharo.",1
"Madam yeh crime branch hai. Aapko thoda samay lagega samajhne mein isliye dhyan se suno.",1
"This is a court summons. You must appear before the magistrate within 24 hours.",1
"Sir aapke account se Rs 87000 ka suspicious transaction hua hai aaj raat 2 baje.",1
"Hum aapke employer ko bhi inform kar sakte hain agar aap cooperate nahi karte.",1
"Madam aapka Aadhaar number leaked ho gaya dark web pe. Abhi secure karo.",1
"You will receive a legal notice at your address if this call is disconnected.",1
"Sir aapke ghar pe raid padne wali hai aaj raat agar fine nahi bhara.",1
"This is the GST Department. Your business shows Rs 12 lakh tax fraud.",1
"Aapko ek secret account mein paise transfer karne honge taaki hum aapki identity protect kar sakein.",1
"Sir your name appears in a hawala network operating between India and Pakistan.",1
"Madam ek FIR already darj ho gayi hai. Bail mili hai aapko temporarily.",1
"Do not hang up. Hanging up will be considered fleeing from investigation.",1
"Sir aap Aadhaar biometric update nahi karwaya. Aapka account illegal reh gaya hai.",1
"Hum CBI ke special task force se hain. Yeh matter bahut sensitive hai.",1
"Your number was used to make bomb threat calls last Tuesday. Explain immediately.",1
"Madam aapka beta college mein drugs le gaya tha. Case registered ho gaya hai.",1
"This is officer from National Investigation Agency. Your travel history is under scrutiny.",1
"Sir aapko abhi Rs 25000 online transfer karna hoga as a security bond.",1
"Aap is matter mein agar media ko involve kiya toh aap par additional charges lagenge.",1
"Your phone has been tapped by the cyber surveillance unit for the past 3 weeks.",1
"Madam aapki company ke accounts mein irregularities payi gayi hain by ROC.",1
"Sir this is your last opportunity to settle before the warrant is executed.",1
"Aapko apna bank passbook aur ATM card details verify karne honge abhi.",1
"We have frozen all your linked accounts. Cooperate to unfreeze them.",1
"Sir government ka ek notice aapke address pe send kiya tha lekin return aa gaya.",1
"Madam is call ke dauran kisi bhi family member ko room mein mat aane do.",1
"Your social media accounts have been flagged for spreading misinformation.",1
"Sir aapne ek government portal pe galat information submit ki thi. Yeh fraud hai.",1
"This is SEBI officer. Your stock trading account shows insider trading activity.",1
"Aapka naam ek WhatsApp group mein hai jo seditious content share karta tha.",1
"Sir we need your net banking credentials to verify your account from our end.",1
"Madam aapke naam pe ek SIM card Rajasthan mein activate hua hai 2 din pehle.",1
"If you fail to comply within the next 60 minutes we will initiate the arrest process.",1
"Sir aapke Aadhaar se 7 mobile numbers linked hain alag alag states mein.",1
"This is the Labour Department. Your company has violated minimum wage laws.",1
"Aapko court mein apni baat rakhni hogi agar aap abhi cooperate nahi karte.",1
"Sir your UPI ID was used to receive money from a terror suspect.",1
"Madam ek politician ne aapke number pe harassment ki complaint ki hai.",1
"You are being held under preventive detention laws. Do not contact a lawyer yet.",1
"Sir aapke ghar ki legal property documents mein kuch irregularity aayi hai.",1
"This is the Delhi Police Cybercell. We have a warrant for your digital devices.",1
"Aapko is call ke baad kisi bhi family member ko yeh baat nahi batani hai.",1
"Sir your electricity account was used to mine cryptocurrency illegally.",1
"Madam hum aapki mदद kar sakte hain lekin aapko pehle Rs 10000 security deposit dena hoga.",1
"We have a signed court order authorizing us to freeze your entire savings.",1
"Sir yeh call TRAI ke under recorded hai. Aapka response documented hoga.",1
"Aapke PAN number se ITR file nahi hua hai 3 saalon se. Yeh criminal offence hai.",1
"This is the customs department. Declare the foreign currency you received last month.",1
"Sir aapne ek NGO ko donate kiya tha jo banned organization ke liye funds collect karta tha.",1
"Madam aapki beti ka phone illegal content ke liye forensic analysis mein hai.",1
"You must transfer the funds to a government escrow account for safety.",1
"Sir is case mein agar aap sach bol rahe hain toh aapko darr nahi hai. Sirf Rs 5000 pay karo.",1
"This is Income Tax officer. Your ITR has discrepancies worth Rs 4.7 lakh.",1
"Aapko ek NDA sign karna hoga is investigation ke baare mein. Kisi ko baat mat karo.",1
"Sir the National Cyber Crime portal has received 23 complaints from your number.",1
"Madam aapka acount ek Ponzi scheme mein used hua hai aapki jaankari ke bina.",1
"We are giving you one final chance to settle this out of court for Rs 20000.",1
"Sir aapko hamare virtual police station pe online report karna hoga abhi.",1
"Aapke WhatsApp pe jo media share kiya gaya wo POCSO act ka violation hai.",1
"This is the immigration department. You overstayed your visa status. Pay fine now.",1
"Sir aapka naam ek chit fund fraud mein involved persons ki list mein hai.",1
"Madam is matter ko resolve karne ke liye aapko ek third party account mein transfer karna hoga.",1
"We have already contacted your local police station. They will arrive soon.",1
"Sir aapke naam pe ek property loan li gayi hai forged documents se.",1
"Aapka acount money mule ke roop mein use kiya gaya hai. Explain karo.",1
"This is officer from ED. We are conducting a raid in your area. Cooperate.",1
"Sir your family members will also be questioned if you don't comply right now.",1
"Madam is call ko transfer kar rahe hain senior officer ko. Hold karo.",1
"Aapko apna photo ID aur address proof WhatsApp pe bhejna hoga verification ke liye.",1
"Sir the court has given you a 2 hour window to pay or face non-bailable arrest.",1
"We have CCTV footage of you at the location of the alleged crime.",1
"Aapka account ek phishing network se connected tha. Turant action lo.",1
"Sir aap cooperate karo toh hum guarantee dete hain koi case nahi hoga.",1
"Madam aapki behen ka naam bhi is case mein aa sakta hai agar aap silent rahe.",1
"This is the cyber police. Your IP was traced to a dark web transaction.",1
"Sir ek high court judge ne aapke case ki personally supervision le li hai.",1
"Aapko abhi ek affidavit sign karni hogi over phone. Hum process karenge.",1
"We are watching your every move. Cooperate or consequences will be severe.",1
"Sir aapke naam pe registered vehicle ek hit and run case mein involve hai.",1
"Madam aapka beta kisi gang ke saath involved paya gaya hai. Protect karna hai?",1
"This is your last chance. After this call we cannot help you anymore.",1
"Sir aapko abhi WhatsApp video call pe aana hoga virtual court ke liye.",1
"Aapke account mein jo salary aati hai woh ek money laundering scheme se connected hai.",1
"We have a signed warrant from the sessions court to access your property.",1
"Sir aap ek international scam ring ke unwilling participant hain. Cooperate karo.",1
"Madam agar aapne 30 minute mein transfer nahi kiya toh aapki FIR darj ho jaayegi.",1
"This is the Narcotics Control Bureau. A package with your details was seized.",1
"Sir aapki photo ek fraud dating site pe use ho rahi hai. Pay to remove.",1
"Aap abhi bhi is call pe hain yeh bahut achha hai. Iska matlab aap innocent hain.",1
"This is the Ministry of Finance. Your bank account is under statutory audit.",1
"Sir hamara judicial officer aapse baat karna chahte hain. Line pe aayein.",1
"Madam aapki saari digital assets hum seize kar sakte hain court order ke zariye.",1
"Aapko ek verification fee Rs 1999 pay karni hogi account restore karne ke liye.",1
"Sir your GPS location shows you were present at a crime scene last week.",1
"This is officer Patel. I am personally ensuring your case is handled sensitively.",1
"Madam hum aapki help karne ki koshish kar rahe hain. Sirf humara saath do.",1
"Aapke number pe ek international arrest notice circulate ho raha hai.",1
"Sir this is from the Chief Vigilance Officer. Your department has filed a complaint.",1
"Your account is the last link in a money trail we have been following for months.",1
"Sir aapko pata hona chahiye tha ke aapke account mein yeh transactions ho rahe the.",1
"Madam ek DGP level officer personally monitor kar rahe hain aapka case.",1
"This is officer speaking on behalf of the Supreme Court Bench.",1
"Sir we have triangulated your phone signal. Do not attempt to move.",1
"Aapko ek government helpline number pe call karni hogi. Hum guide karenge.",1
"Madam your silence on this call is being recorded as admission of guilt.",1
"Sir is call ke dauran aap legally bound hain apna account number batane ke liye.",1
"This matter involves national security. We cannot disclose further details on call.",1
"Aapko apni family ko bata dena chahiye ke aap safe hain aur cooperate kar rahe hain.",1
"Sir your tax returns from 2019 show unexplained income of Rs 8 lakh.",1
"Madam ek Interpol notice aapke naam pe generate hua hai aaj subah.",1
"You have been identified as an accomplice in a major cybercrime operation.",1
"Sir aapka naam ek gangster ke call records mein 3 baar aaya hai.",1
"This is the office of the Chief Metropolitan Magistrate. Respond immediately.",1
"Aapko ek government protected witness banna hoga is case mein.",1
"Sir we are from Cyber Dost helpline. But we found your number in a crime list.",1
"Madam aapke naam pe 18 complaints hain on the National Consumer Helpline.",1
"Your IP address has been identified in connection with an online terrorism forum.",1
"Sir aapko yeh call sirf isliye ayi hai kyunki hum aapko warn karna chahte the.",1
"Madam aapka cooperate karna important hai. Sirf ek OTP share karo.",1
"This is from the Economic Offences Wing. Report to our office within 48 hours.",1
"Sir aap ek digital honeypot mein phas gaye hain. Hum aapko bachayenge. Paise do.",1
"Aapke PAN card se ek loan of Rs 50 lakh approved hua hai fraudulently.",1
"Madam yeh case mein aap victim bhi ho aur suspect bhi. Cooperate karna hoga.",1
"Sir we have a witness who can place you at the scene of the digital crime.",1
"Your mobile wallet has been used for transaction worth crores. Explain now.",1
"Sir aapko court mein appear karne ki zaroorat nahi. Sirf fine bharo online.",1
"Madam ek political figure ne personally aapke case ki inquiry ki demand ki hai.",1
"This is officer Nair. I have been assigned specifically to your case.",1
"Aapko apna Aadhaar OTP share karna hoga for identity confirmation right now.",1
"Sir the cybercrime court has passed an ex-parte order against you.",1
"Madam aap agar abhi baat nahi karoge toh hum tumhare employer ko call karenge.",1
"This call is from the Prime Minister's cybersecurity task force.",1
"Sir aapka naam ek hawala list mein hai jo we recovered from a raid.",1
"Aapko aaj raat tak Rs 75000 transfer karne honge warna warrant execute hoga.",1
"Madam is case ka charge sheet already tayyar hai. Sirf ek step bacha hai.",1
"Your phone number appeared in a SIM swap fraud affecting 200 victims.",1
"Sir is case mein aapki property attachment ho sakti hai agar aap cooperate nahi karte.",1
"Madam aapka beta ek organized crime syndicate ka hissa ban gaya hai.",1
"This is the Financial Crimes Unit. We have seized accounts linked to yours.",1
"Sir aapko abhi ek legal undertaking sign karni hogi telephonically.",1
"Aap dono taraf se phanse hue hain. Victim bhi aur accused bhi. Help karte hain.",1
"Your case file number is CY-2024-88721. Note it down for your records.",1
"Sir ek NGO worker ne aapke upar trafficking complaint ki hai.",1
"Madam aapke phone ka IMEI number ek case mein registered hai.",1
"This is officer from the Joint Task Force on Cybercrime and Terrorism.",1
"Sir the digital evidence against you is overwhelming. Settle now.",1
"Aapko ek virtual hearing room mein join karna hoga abhi ke abhi.",1
"Madam aapki identity stolen ho gayi hai. Hum protect karenge. Pehle pay karo.",1
"This is from the Registrar of Companies. Your name in a shell company requires explanation.",1
"Sir aapko abhi apna phone kisi aur ko dene ki zaroorat nahi hai.",1
"Madam government ka one time settlement scheme hai. Aaj last date hai.",1
"Your banking transactions have triggered FEMA violations worth Rs 30 lakh.",1
"Sir aapka beta ek anti-national activity mein involved paya gaya hai.",1
"Is case mein hamare paas 3 gawah hain jo aapke khilaf bayan denge.",1
"Madam aapki company ka GST return fraudulently file hua hai kisi ne.",1
"This is from NASSCOM cybersecurity division. Your systems were used for phishing.",1
"Sir abhi ke abhi transfer karo warna hum aapki locality ke police station ko forward karte hain.",1
"Aapko apna netbanking username share karna hoga verification ke liye.",1
"Madam aapke naam pe ek immigration fraud case hai. Travel ban lagaya gaya hai.",1
"Sir we are your well-wishers. Settle this quietly without making it public.",1
"This is the Adjudicating Authority under PMLA. Appear before us tomorrow.",1
"Aapko is investigation ke baare mein media ko kuch nahi batana hai.",1
"Sir your health records show you received treatment for a drug-related illness.",1
"Madam ek government audit mein aapka naam aaya hai as a tax defaulter.",1
"You are under obligation to cooperate with the Central Bureau of Investigation.",1
"Sir aapne ek finance company ko galat documents submit kiye hain.",1
"Madam aapki property pe ek lien lagaya ja raha hai by the revenue department.",1
"This is the SFIO. We are investigating your directorship in a fraudulent company.",1
"Sir aapko ek government issued notice ka jawab dena compulsory hai.",1
"Aapka case file senior officer ke paas escalate ho gaya hai abhi.",1
"Madam ek whistleblower ne aapke baare mein information di hai hum logon ko.",1
"This is from the office of the Lokpal. A complaint has been filed against you.",1
"Sir you have been identified in biometric records at the crime scene.",1
"Aapke mobile number pe ek court warrant deliver hone wala hai.",1
"Madam is case mein aap cooperate karogi toh hum leniency ki sifarish karenge.",1
"This is officer Singh. I want to help you but you must pay the processing fee.",1
"Sir aapka PAN number ek defunct company se linked hai.",1
"Aapko apni wife ko bhi is call pe laana chahiye they are also named.",1
"Madam hum aapko protect kar rahe hain. Dusre officers bahut strict hain.",1
"Your landlord has filed a money laundering complaint against you.",1
"Sir is case mein aapka cooperation hi aapki guarantee hai.",1
"Madam aapke account se ek hawala payment trace hua hai Dubai ko.",1
"This is the special operations cell. Your number is under surveillance.",1
"Sir ek fake Aadhaar card aapke naam pe use hua hai ek bank mein.",1
"Aapko abhi apna cheque book leker hamare account number pe sign karna hoga.",1
"Madam yeh last call hai hamare side se. Aage sab kuch court mein hoga.",1
"Your business partner has named you in a fraud complaint to the police.",1
"Sir aapko pata nahi tha yeh ho raha tha. Isliye hum warn kar rahe hain.",1
"Madam is matter mein sirf aap hi hain jo is situation se bahar aa sakte hain.",1
"This is cybercell officer Kulkarni. We need your cooperation to close this case.",1
"Sir is case mein bail conditions mein ek financial surety zaroori hai.",1
"Aap agar is call pe OTP share karo toh hum case close kar sakte hain.",1
"Madam aapka naam ek prostitution racket ke banking records mein aaya hai.",1
"This is from the Public Grievance Portal. Your complaint has triggered a probe.",1
"Sir aapke upar ek civil defamation case bhi filed ho sakta hai.",1
"Aapka poora digital footprint hamare paas hai last 6 months ka.",1
"Madam ek courier package aapke naam se seized hua hai foreign exchange ke saath.",1
"This is from the Election Commission. Your voter ID was misused.",1
"Sir aapko ek government registered mediator se baat karni chahiye abhi.",1
"Aap yeh case settle kar sakte hain agar aap abhi ek baar transfer kar do.",1
"Madam aapke phone number pe cybercell ne red flag lagaya hua hai.",1
"This is officer from the Ministry of Home Affairs Cyber Division.",1
"Sir ek high-value scam mein aapka number last dialled number tha.",1
"Aapko apni beti ka birth certificate aur school records share karne honge.",1
"Madam we are trying to protect you from a bigger investigation. Help us help you.",1
"This is the Economic Intelligence Bureau. Cooperate or face public embarrassment.",1
"Sir abhi 15 minute mein transfer karo. Hamare paas authority hai account seize karne ki.",1
"Aap jis bank mein account rakhte hain usne bhi red flag kiya hai aapko.",1
"Madam is case ko close karne ka ek hi rasta hai. Verification fee bharo.",1
"Your fingerprints were found on a drug package recovered from a raid.",1
"Sir aapko abhi video verification ke liye apni face scan karni hogi.",1
"Madam is matter mein ek retired judge bhi involved hain as mediator.",1
"This is from the Passport Seva Kendra. Your passport has a security alert.",1
"Sir aapke naam pe ek loan account NPA ho gaya hai without your knowledge.",1
"Aap is case mein accused nahi hain abhi lekin suspect zaroor hain.",1
"Madam aapne jo insurance claim kiya tha woh fraudulent transactions se linked hai.",1
"This is officer Tiwari. I will personally ensure your case is resolved today.",1
"Sir ek political party ke funds aapke account se pass kiye gaye hain.",1
"Aapko is call ko hold pe rakhna hoga jab tak senior officer aate hain.",1
"Madam aapka naam ek list mein hai jo we are about to submit to the court.",1
"Your health insurance was fraudulently claimed by someone using your identity.",1
"Sir aapne jo online purchase ki thi woh ek banned website se thi.",1
"Madam aap agar ek baar cooperate kar lo toh hum guarantee dete hain immunity.",1
"This is from RBI's financial security cell. Your account shows layering activity.",1
"Sir aapko sirf ek OTP share karna hai. Iske baad sab kuch clear ho jaayega.",1
"Aap samajh nahi rahe hain. Yeh bahut serious matter hai. Sunte kyon nahi.",1
"Madam aapka naam aaya hai ek international drug syndicate ke payment list mein.",1
"Sir is case mein aapko hamare saath poora cooperation karna hoga without questions.",1
"This is the Regional Passport Officer. Your travel documents show discrepancies.",1
"Aapke account mein ek unaccounted credit of Rs 3 lakh tha 6 months pehle.",1
"Madam aapko hamare safe portal pe register karna hoga to avoid arrest.",1
"Sir government ki taraf se ek one time waiver hai. Aaj ke baad nahi milega.",1
"Your business GST filings show turnover mismatch of Rs 45 lakh.",1
"Sir aapko apna aadhar card number aur OTP share karna mandatory hai is investigation mein.",1
"Madam ek court appointed receiver aapki property inspect karne aayega kal.",1
"This is officer from Special Economic Offences Wing. Your case is under review.",1
"Sir aapka naam ek ponzi scheme victim list mein bhi hai aur accused list mein bhi.",1
"Aapko ek signed undertaking bhejni hogi ki aap case ke dauran travel nahi karoge.",1
"Madam hamare paas aapke sab WhatsApp messages hain last 3 months ke.",1
"Sir is case mein FIR file hone ki timing aap pe depend karti hai.",1
"Your vehicle was spotted at the location of a robbery. Explain your presence.",1
"Sir is matter ko police station tak mat jaane do. Settle karo abhi.",1
"Madam aapko sirf ek digit ka OTP batana hai hamare verification system ke liye.",1
"This is from the CBI joint director's office. Cooperate unconditionally.",1
"Sir aapka IP address ek ransomware attack ke source ke roop mein trace hua hai.",1
"Aap jis department mein kaam karte hain wahaan bhi jaanch shuru hogi.",1
"Madam hum aapko ek safe house mein shift karna chahte hain. Pehle fee bharo.",1
"Your stock market account shows unauthorized trades worth Rs 12 lakh.",1
"Sir aapko pata hona chahiye the ke yeh illegal activity aapke naam pe ho rahi thi.",1
"Is case mein aapke andar se hi koi leak kar raha hai. Isliye confidential rakhna.",1
"Madam aapka ek dost aapke khilaf gawah ban gaya hai.",1
"Sir aapko ek legal protection scheme mein enroll karna hoga Rs 2500 mein.",1
"This is the Lokayukta office. A corruption complaint involves your name.",1
"Aapka naam leaked call records mein aaya hai jo police ne intercept kiye hain.",1
"Madam aapki company ke employees ne aapke khilaf harassment complaint ki hai.",1
"Your digital wallet shows P2P transactions with blacklisted individuals.",1
"Sir is situation mein aapka silence aapko aur mushkil mein daal sakta hai.",1
"Madam is case mein hum tumhare sath hain lekin tumhe bhi hamare saath aana hoga.",1
"This is from the National Crime Records Bureau. Your biometric is flagged.",1
"Sir aapko apna current bank balance share karna hoga verification ke liye.",1
"Aap agar main line pe rahe toh hum aapko complete protection denge.",1
"Madam aapka case national media mein aa sakta hai agar yeh resolve nahi hua.",1
"Sir is call ke baad aapko koi call nahi aayegi. Yeh aakhri mauka hai.",1
"Your recent travel to a foreign country has raised a red flag in our system.",1
"Sir hum aapko dhamki nahi de rahe. Sirf inform kar rahe hain ke aapke paas time kam hai.",1
"Madam aapne ek government subsidy fraudulently claim ki hai. Return karo.",1
"This is from the Chief Information Commissioner's office. Respond to our notice.",1
"Sir aapka naam ek cryptocurrency exchange fraud mein aaya hai.",1
"Aapke paas sirf 2 ghante hain is matter ko resolve karne ke liye.",1
"Madam aapki behen ka account bhi is investigation ke doyre mein hai.",1
"Your cable connection was hacked and used for illegal broadcasts.",1
"Sir aapko apna ration card number aur bank account link hona zaroori tha.",1
"Madam ek officer aapko call karega jiske paas warrant ki copy hai.",1
"This is from the women's safety cell. A complaint against you is being processed.",1
"Sir agar aapne ek ghante mein payment nahi ki toh hum aapke bail application oppose karenge.",1
"Aapka mobile number ek suicide note mein last called number ke roop mein hai.",1
"Madam aapko court mein appear na karna contempt of court maana jaayega.",1
"Sir is case mein ek high profile politician ka bhi naam hai. Isliye sensitive hai.",1
"Your ATM was used at a location 500 km away at the same time you were here.",1
"Sir aapko ek government portal pe register karke Rs 999 pay karna hoga case file ke liye.",1
"Madam yeh case mein aapka naam tabhi nahi aayega jab aap cooperate karogi.",1
"This is from cyber wing of Intelligence Bureau. Your online activity is suspicious.",1
"Sir aapko 48 ghante mein hume evidence of innocence dena hoga.",1
"Aapki company ka trade license suspicious transactions ki wajah se suspend hua hai.",1
"Madam aap yeh call record kar sakti hain. Hum government representative hain.",1
"Your bank account was used as a transit account in a Rs 2 crore fraud.",1
"Sir aap ek multinational cybercrime investigation ke peripheral suspect hain.",1
"Madam aapka aadhar linked mobile number pe ek OTP aayega. Wo share karo.",1
"This is officer from the Anti Hawala Division. Transaction report against you.",1
"Sir is case mein ek IPS officer personally interested hain.",1
"Aapko court mein jaane ki zaroorat nahi. Online settle karo abhi.",1
"Madam aapne ek property deal mein black money accept ki thi. Records hain hamare paas.",1
"Your driving license was used to register a vehicle involved in smuggling.",1
"Sir aapko ek government e-court mein appear karna hoga in the next hour.",1
"Madam aapka bhai bhi is case mein named hai. Usse bachana chahte ho?",1
"This is a mandatory verification call from the cyber police department.",1
"Sir aapke phone location data shows aap ek crime location pe the.",1
"Aapko apna ration card aur income certificate scan karke bhejne honge.",1
"Madam is case mein aapko gawah bhi banana ja sakta hai forcibly.",1
"Your email account was hacked and used to send phishing emails to government officials.",1
"Sir aap ek money mule network ke unwilling participant the. Cooperate karo.",1
"Madam ek senior IAS officer ne aapke case mein personal interest liya hai.",1
"This is from the Department of Telecommunications. Your SIM is misused.",1
"Sir aapko police station aane ki zaroorat nahi. Sirf online fee bharo.",1
"Aapke naam pe ek foreign bank account khula hua hai. Kya aapko pata hai?",1
"Madam is case mein aap prosecute ho sakti hain under PMLA 2002.",1
"Your PF account has shown withdrawal attempts from an unknown location.",1
"Sir aapko ek confidential government portal pe login karna hoga.",1
"Madam aapne ek chit fund company mein invest kiya tha jo illegal thi.",1
"This is from the Anti-Social Elements Cell of State Police.",1
"Sir aapke naam pe ek anonymous tip aayi hai jo we are investigating.",1
"Aapko apne aap ko innocent prove karne ke liye sirf Rs 3000 pay karna hoga.",1
"Madam ek government witness ne aapka naam liya hai in a statement.",1
"Your net banking was accessed from a foreign IP. Confirm if it was you.",1
"Sir aapka ek dost Jo ki suspect hai usne aapka naam liya hai.",1
"Madam yeh case mein involvement prove nahi hona chahiye aapka. Help karo.",1
"This is from the Enforcement Directorate eastern zone. Your case is serious.",1
"Sir aapne ek banned app download ki thi. Yeh criminal offence hai.",1
"Aapko sirf ek baar hamare online portal pe visit karna hoga aur verification karni hogi.",1
"Madam is case mein judge ne strict views express kiye hain.",1
"Your savings account has been linked to a shell company without your knowledge.",1
"Sir is matter mein aap victim hain lekin victim bhi punishable hota hai is case mein.",1
"Madam aapko ek sealed envelope hamare address pe send karni hogi with bank details.",1
"This is from the National Intelligence Grid. Your data shows suspicious patterns.",1
"Sir aapko is case mein apni innocence prove karni hogi. Rs 5000 processing fee hai.",1
"Aapke naam pe ek property is district court mein attached hai.",1
"Madam yeh call main khud DGP sahab se forward karwa sakta hoon agar aap cooperate nahi karte.",1
"Your social security number equivalent Aadhaar has been compromised severely.",1
"Sir aapko is case mein ek judicial affidavit submit karni hogi within 24 hours.",1
"Madam aapke doctor ne bhi ek prescription fraud case mein aapka naam liya hai.",1
"This is the Pollution Control Board. Your factory shows hazardous waste violations.",1
"Sir we have a digital trail linking your account to a terrorism financing network.",1
"Aapko apna phone switch off nahi karna hai. Hum monitor kar rahe hain.",1
"Madam aapka ek ex-employee ne aapke company pe embezzlement complaint ki hai.",1
"Your landlord has accused you of subletting to a criminal suspect.",1
"Sir aapko ek mandatory psychological evaluation ke liye report karna hoga.",1
